asset_id,asset_type,latitude,longitude,neighbourhood,ward,service_district,service_frequency,service_pressure_score,data_quality_risk_score,governance_maturity_score,access_risk_level,ai_readiness_score,stale_days,open_issue_count,risk_index,risk_tier,color_r,color_g,color_b,color_a,last_updated
ASSET-00161,Litter Bin,43.591469,-79.487962,Downtown Yonge East,Ward 3,West District,Weekly,69,29,74,Medium,65,93,0,57.7,High,255,127,14,190,2026-01-23
ASSET-00162,Recycling Bin,43.735821,-79.371607,North York Centre,Ward 2,East District,Daily,66,39,50,Low,46,73,2,57.9,High,255,127,14,190,2026-02-12
ASSET-00163,Litter Bin,43.811488,-79.462739,High Park North,Ward 20,East District,2x weekly,55,42,78,Medium,60,104,0,57.2,High,255,127,14,190,2026-01-12
ASSET-00164,Recycling Bin,43.659222,-79.294241,Annex,Ward 22,South District,3x weekly,74,42,66,Low,58,52,1,53.8,Moderate,255,193,7,170,2026-03-05
ASSET-00165,Park Waste Bin,43.600521,-79.219093,Downtown Yonge East,Ward 25,East District,On demand,64,22,94,Low,78,0,0,30.2,Low,44,160,44,160,2026-04-26
ASSET-00166,Container,43.747158,-79.414885,Etobicoke Centre,Ward 20,West District,On demand,50,46,100,Low,68,42,3,42.5,Moderate,255,193,7,170,2026-03-15
ASSET-00167,Park Waste Bin,43.749547,-79.518446,Flemingdon Park,Ward 25,East District,2x weekly,31,0,81,Medium,68,25,0,25.8,Low,44,160,44,160,2026-04-01
ASSET-00168,Recycling Bin,43.808699,-79.550513,Etobicoke Centre,Ward 22,South District,Daily,67,25,52,Medium,46,78,0,58.3,High,255,127,14,190,2026-02-07
ASSET-00169,Litter Bin,43.681447,-79.493861,Downtown Yonge East,Ward 24,North District,Weekly,75,35,100,Low,79,4,2,41.2,Moderate,255,193,7,170,2026-04-22
ASSET-00170,Recycling Bin,43.639014,-79.605678,Danforth East York,Ward 10,East District,On demand,61,43,69,Medium,53,58,1,57.7,High,255,127,14,190,2026-02-27
ASSET-00171,Recycling Bin,43.812684,-79.534658,Annex,Ward 25,West District,Daily,35,69,72,High,36,87,0,67.4,High,255,127,14,190,2026-01-29
ASSET-00172,Public Realm Asset,43.765036,-79.331939,Etobicoke Centre,Ward 15,South District,2x weekly,69,48,83,Medium,60,62,1,59.7,High,255,127,14,190,2026-02-23
ASSET-00173,Litter Bin,43.616981,-79.562415,Danforth East York,Ward 14,West District,2x weekly,66,53,72,Low,56,99,3,63.0,High,255,127,14,190,2026-01-17
ASSET-00174,Park Waste Bin,43.604768,-79.352293,Waterfront Communities,Ward 8,South District,On demand,47,77,73,High,48,0,1,64.9,High,255,127,14,190,2026-04-26
ASSET-00175,Park Waste Bin,43.592673,-79.586674,Kensington Chinatown,Ward 25,North District,2x weekly,79,23,66,Low,54,0,0,41.3,Moderate,255,193,7,170,2026-04-26
ASSET-00176,Litter Bin,43.749846,-79.224344,Agincourt South,Ward 24,South District,3x weekly,52,0,47,Medium,51,73,0,45.9,Moderate,255,193,7,170,2026-02-12
ASSET-00177,Recycling Bin,43.732176,-79.296866,North York Centre,Ward 18,East District,Daily,41,36,73,Low,64,0,1,32.5,Low,44,160,44,160,2026-04-26
ASSET-00178,Public Realm Asset,43.610209,-79.458712,Waterfront Communities,Ward 15,West District,2x weekly,57,38,77,Medium,49,0,3,50.0,Moderate,255,193,7,170,2026-04-26
ASSET-00179,Public Realm Asset,43.774135,-79.527931,Flemingdon Park,Ward 21,South District,2x weekly,40,31,100,High,79,69,1,51.9,Moderate,255,193,7,170,2026-02-16
ASSET-00180,Park Waste Bin,43.753084,-79.219354,Annex,Ward 20,South District,2x weekly,91,58,75,Low,40,20,1,58.8,High,255,127,14,190,2026-04-06
ASSET-00181,Recycling Bin,43.608426,-79.208384,Scarborough Village,Ward 19,South District,On demand,80,51,91,Low,53,24,1,50.1,Moderate,255,193,7,170,2026-04-02
ASSET-00182,Park Waste Bin,43.711073,-79.283469,Kensington Chinatown,Ward 11,North District,Daily,89,42,100,Low,66,18,1,48.0,Moderate,255,193,7,170,2026-04-08
ASSET-00183,Container,43.814449,-79.465028,North York Centre,Ward 7,East District,2x weekly,48,27,68,High,51,61,2,60.9,High,255,127,14,190,2026-02-24
ASSET-00184,Recycling Bin,43.717734,-79.289167,High Park North,Ward 7,North District,On demand,72,25,73,Low,54,126,0,52.1,Moderate,255,193,7,170,2025-12-21
ASSET-00185,Litter Bin,43.606606,-79.6059,Annex,Ward 25,South District,Weekly,62,40,84,Low,70,6,3,43.7,Moderate,255,193,7,170,2026-04-20
ASSET-00186,Public Realm Asset,43.760822,-79.424273,York University Heights,Ward 19,East District,2x weekly,56,1,80,High,80,69,3,56.5,High,255,127,14,190,2026-02-16
ASSET-00187,Public Realm Asset,43.690882,-79.286381,Agincourt South,Ward 21,East District,2x weekly,36,5,77,Low,61,84,1,31.2,Low,44,160,44,160,2026-02-01
ASSET-00188,Container,43.65367,-79.347519,Downtown Yonge East,Ward 10,South District,Weekly,84,37,71,High,57,78,0,74.0,High,255,127,14,190,2026-02-07
ASSET-00189,Park Waste Bin,43.75464,-79.201845,Downtown Yonge East,Ward 21,West District,On demand,93,68,63,Low,42,60,0,67.8,High,255,127,14,190,2026-02-25
ASSET-00190,Public Realm Asset,43.646863,-79.219455,Etobicoke Centre,Ward 18,West District,Weekly,50,23,73,High,63,89,1,60.9,High,255,127,14,190,2026-01-27
ASSET-00191,Park Waste Bin,43.62761,-79.440102,Etobicoke Centre,Ward 16,North District,Daily,78,0,93,High,74,0,2,50.7,Moderate,255,193,7,170,2026-04-26
ASSET-00192,Litter Bin,43.813059,-79.411257,North York Centre,Ward 21,North District,Daily,34,63,66,Medium,44,58,0,52.8,Moderate,255,193,7,170,2026-02-27
ASSET-00193,Public Realm Asset,43.689104,-79.505591,North York Centre,Ward 17,North District,2x weekly,63,9,90,Low,78,26,2,34.0,Low,44,160,44,160,2026-03-31
ASSET-00194,Public Realm Asset,43.598434,-79.281255,Danforth East York,Ward 22,West District,2x weekly,93,56,68,Medium,50,31,0,67.6,High,255,127,14,190,2026-03-26
ASSET-00195,Container,43.724632,-79.220595,York University Heights,Ward 13,East District,2x weekly,55,83,80,Low,36,61,0,55.8,High,255,127,14,190,2026-02-24
ASSET-00196,Park Waste Bin,43.712169,-79.189161,Downtown Yonge East,Ward 19,North District,2x weekly,56,33,72,High,51,43,3,64.5,High,255,127,14,190,2026-03-14
ASSET-00197,Recycling Bin,43.599562,-79.551762,Etobicoke Centre,Ward 23,West District,2x weekly,77,36,75,Medium,60,0,2,54.8,Moderate,255,193,7,170,2026-04-26
ASSET-00198,Park Waste Bin,43.702435,-79.313242,Annex,Ward 22,West District,Weekly,81,45,90,High,71,0,1,63.8,High,255,127,14,190,2026-04-26
ASSET-00199,Park Waste Bin,43.81308,-79.576806,High Park North,Ward 6,North District,2x weekly,85,15,84,High,59,4,0,56.0,High,255,127,14,190,2026-04-22
ASSET-00200,Recycling Bin,43.749304,-79.234467,Annex,Ward 3,East District,Daily,48,80,70,Medium,37,53,0,61.4,High,255,127,14,190,2026-03-04
ASSET-00201,Container,43.789848,-79.35752,Waterfront Communities,Ward 22,East District,On demand,65,46,100,High,72,42,3,65.8,High,255,127,14,190,2026-03-15
ASSET-00202,Recycling Bin,43.680589,-79.320433,Annex,Ward 6,North District,Weekly,85,64,84,Low,54,1,1,54.3,Moderate,255,193,7,170,2026-04-25
ASSET-00203,Recycling Bin,43.790273,-79.260103,Agincourt South,Ward 20,East District,Weekly,68,21,72,Low,63,57,1,44.8,Moderate,255,193,7,170,2026-02-28
ASSET-00204,Park Waste Bin,43.665218,-79.312907,Agincourt South,Ward 7,East District,On demand,95,47,69,Low,48,81,1,65.7,High,255,127,14,190,2026-02-04
ASSET-00205,Public Realm Asset,43.778102,-79.564704,North York Centre,Ward 17,South District,3x weekly,74,53,68,Medium,48,97,1,70.3,High,255,127,14,190,2026-01-19
ASSET-00206,Recycling Bin,43.68112,-79.300085,High Park North,Ward 2,South District,2x weekly,58,38,55,Low,57,0,3,46.7,Moderate,255,193,7,170,2026-04-26
ASSET-00207,Litter Bin,43.642272,-79.58633,High Park North,Ward 3,North District,2x weekly,41,0,63,High,71,0,0,39.8,Moderate,255,193,7,170,2026-04-26
ASSET-00208,Public Realm Asset,43.677351,-79.222867,Downtown Yonge East,Ward 8,South District,2x weekly,96,60,62,Medium,37,130,1,83.2,Critical,214,39,40,210,2025-12-17
ASSET-00209,Public Realm Asset,43.72344,-79.374543,North York Centre,Ward 12,North District,Weekly,9,88,50,Low,19,0,1,41.5,Moderate,255,193,7,170,2026-04-26
ASSET-00210,Litter Bin,43.80977,-79.611613,Danforth East York,Ward 4,East District,3x weekly,91,50,84,Low,54,77,0,59.7,High,255,127,14,190,2026-02-08
ASSET-00211,Public Realm Asset,43.603861,-79.190159,Flemingdon Park,Ward 5,South District,Weekly,77,44,75,Low,54,42,0,50.4,Moderate,255,193,7,170,2026-03-15
ASSET-00212,Litter Bin,43.655521,-79.478647,High Park North,Ward 7,North District,On demand,46,31,45,High,38,41,0,59.5,High,255,127,14,190,2026-03-16
ASSET-00213,Litter Bin,43.754715,-79.494593,High Park North,Ward 8,East District,Daily,65,68,89,High,56,0,1,65.3,High,255,127,14,190,2026-04-26
ASSET-00214,Container,43.631731,-79.378425,Agincourt South,Ward 3,West District,Weekly,41,33,83,Low,65,8,0,28.6,Low,44,160,44,160,2026-04-18
ASSET-00215,Container,43.811473,-79.397569,Etobicoke Centre,Ward 8,North District,2x weekly,49,45,46,High,31,61,1,69.1,High,255,127,14,190,2026-02-24
ASSET-00216,Park Waste Bin,43.808823,-79.343259,Kensington Chinatown,Ward 19,South District,3x weekly,66,68,76,Medium,56,28,0,59.8,High,255,127,14,190,2026-03-29
ASSET-00217,Litter Bin,43.730526,-79.430927,North York Centre,Ward 18,West District,Weekly,63,38,62,Low,52,19,1,45.4,Moderate,255,193,7,170,2026-04-07
ASSET-00218,Public Realm Asset,43.779201,-79.42508,Danforth East York,Ward 9,West District,2x weekly,35,22,61,Medium,66,79,0,44.5,Moderate,255,193,7,170,2026-02-06
ASSET-00219,Litter Bin,43.72492,-79.542713,Etobicoke Centre,Ward 24,East District,3x weekly,47,44,59,Low,45,126,0,51.9,Moderate,255,193,7,170,2025-12-21
ASSET-00220,Park Waste Bin,43.595437,-79.324693,York University Heights,Ward 6,South District,Weekly,75,47,70,Low,59,40,0,51.4,Moderate,255,193,7,170,2026-03-17
ASSET-00221,Litter Bin,43.72673,-79.391487,Flemingdon Park,Ward 25,South District,Daily,82,86,64,Low,29,0,3,67.7,High,255,127,14,190,2026-04-26
ASSET-00222,Recycling Bin,43.74926,-79.164022,Waterfront Communities,Ward 11,East District,On demand,45,74,100,Medium,47,23,0,48.8,Moderate,255,193,7,170,2026-04-03
ASSET-00223,Public Realm Asset,43.609701,-79.208672,High Park North,Ward 2,North District,2x weekly,73,73,67,Medium,48,37,3,72.7,High,255,127,14,190,2026-03-20
ASSET-00224,Park Waste Bin,43.605967,-79.381232,High Park North,Ward 4,East District,Weekly,49,15,62,Medium,50,0,3,43.2,Moderate,255,193,7,170,2026-04-26
ASSET-00225,Public Realm Asset,43.71258,-79.470806,Danforth East York,Ward 6,South District,Weekly,66,3,79,Medium,75,76,2,49.7,Moderate,255,193,7,170,2026-02-09
ASSET-00226,Park Waste Bin,43.696997,-79.592335,Downtown Yonge East,Ward 24,South District,Daily,87,11,100,Medium,84,60,3,55.2,High,255,127,14,190,2026-02-25
ASSET-00227,Container,43.636215,-79.373519,High Park North,Ward 11,West District,Daily,73,39,83,Medium,55,10,1,51.9,Moderate,255,193,7,170,2026-04-16
ASSET-00228,Park Waste Bin,43.74293,-79.254093,Agincourt South,Ward 20,South District,3x weekly,59,18,61,Medium,57,91,2,57.2,High,255,127,14,190,2026-01-25
ASSET-00229,Litter Bin,43.70982,-79.333151,Flemingdon Park,Ward 12,South District,2x weekly,39,31,94,Medium,72,50,0,38.4,Moderate,255,193,7,170,2026-03-07
ASSET-00230,Public Realm Asset,43.769866,-79.293977,Danforth East York,Ward 17,North District,Daily,66,31,76,Low,70,39,0,42.1,Moderate,255,193,7,170,2026-03-18
ASSET-00231,Public Realm Asset,43.681306,-79.414287,Waterfront Communities,Ward 5,West District,3x weekly,45,8,42,Low,62,64,3,43.8,Moderate,255,193,7,170,2026-02-21
ASSET-00232,Container,43.818196,-79.228345,Waterfront Communities,Ward 20,North District,Weekly,70,92,73,Medium,39,76,0,75.0,Critical,214,39,40,210,2026-02-09
ASSET-00233,Litter Bin,43.789653,-79.249274,Etobicoke Centre,Ward 5,East District,Weekly,63,35,89,Medium,68,33,0,46.9,Moderate,255,193,7,170,2026-03-24
ASSET-00234,Recycling Bin,43.629911,-79.300322,Downtown Yonge East,Ward 1,North District,Weekly,47,59,71,Medium,46,16,2,54.0,Moderate,255,193,7,170,2026-04-10
ASSET-00235,Litter Bin,43.620481,-79.223473,High Park North,Ward 25,East District,Weekly,62,37,92,High,72,63,1,62.3,High,255,127,14,190,2026-02-22
ASSET-00236,Public Realm Asset,43.630213,-79.38882,Kensington Chinatown,Ward 4,North District,Daily,61,55,97,Low,60,66,1,48.7,Moderate,255,193,7,170,2026-02-19
ASSET-00237,Litter Bin,43.595937,-79.557824,York University Heights,Ward 11,East District,Daily,39,31,63,Medium,58,37,0,43.0,Moderate,255,193,7,170,2026-03-20
ASSET-00238,Park Waste Bin,43.661718,-79.387175,Annex,Ward 23,North District,2x weekly,63,49,72,High,51,63,1,70.2,High,255,127,14,190,2026-02-22
ASSET-00239,Recycling Bin,43.732505,-79.320907,Annex,Ward 8,South District,Daily,42,34,53,High,41,67,0,60.7,High,255,127,14,190,2026-02-18
ASSET-00240,Park Waste Bin,43.816246,-79.509977,Agincourt South,Ward 18,North District,On demand,57,70,76,Medium,54,32,1,59.8,High,255,127,14,190,2026-03-25
ASSET-00241,Public Realm Asset,43.707167,-79.161519,Flemingdon Park,Ward 24,South District,On demand,49,31,67,Low,55,51,0,39.4,Moderate,255,193,7,170,2026-03-06
ASSET-00242,Container,43.71122,-79.424002,Downtown Yonge East,Ward 5,East District,Daily,71,64,90,Medium,58,0,3,60.0,High,255,127,14,190,2026-04-26
ASSET-00243,Park Waste Bin,43.780334,-79.282537,Annex,Ward 25,North District,3x weekly,33,33,54,Medium,55,0,1,40.6,Moderate,255,193,7,170,2026-04-26
ASSET-00244,Litter Bin,43.713121,-79.521007,North York Centre,Ward 5,East District,3x weekly,49,0,64,Medium,56,59,1,41.7,Moderate,255,193,7,170,2026-02-26
ASSET-00245,Park Waste Bin,43.694507,-79.231596,North York Centre,Ward 10,West District,2x weekly,61,50,76,Low,50,8,0,42.1,Moderate,255,193,7,170,2026-04-18
ASSET-00246,Park Waste Bin,43.759592,-79.401032,Annex,Ward 21,East District,On demand,61,17,66,Low,67,11,2,38.6,Moderate,255,193,7,170,2026-04-15
ASSET-00247,Recycling Bin,43.795179,-79.180546,Etobicoke Centre,Ward 19,North District,3x weekly,33,2,99,High,86,37,0,35.0,Moderate,255,193,7,170,2026-03-20
ASSET-00248,Park Waste Bin,43.648574,-79.233199,Etobicoke Centre,Ward 2,West District,Daily,47,60,63,High,53,114,2,77.8,Critical,214,39,40,210,2026-01-02
ASSET-00249,Park Waste Bin,43.736434,-79.337591,York University Heights,Ward 7,South District,On demand,100,24,86,Low,75,56,2,56.0,High,255,127,14,190,2026-03-01
ASSET-00250,Container,43.707811,-79.307095,High Park North,Ward 21,East District,Weekly,62,21,81,Low,76,19,1,36.2,Moderate,255,193,7,170,2026-04-07
ASSET-00251,Park Waste Bin,43.670432,-79.263659,Agincourt South,Ward 3,West District,3x weekly,54,42,51,Low,47,8,3,48.3,Moderate,255,193,7,170,2026-04-18
ASSET-00252,Public Realm Asset,43.650961,-79.610365,Kensington Chinatown,Ward 11,North District,2x weekly,40,49,94,Medium,67,72,1,48.9,Moderate,255,193,7,170,2026-02-13
ASSET-00253,Public Realm Asset,43.637308,-79.564162,Annex,Ward 25,East District,On demand,82,21,49,Medium,52,102,2,70.0,High,255,127,14,190,2026-01-14
ASSET-00254,Recycling Bin,43.599649,-79.174495,Agincourt South,Ward 4,East District,Weekly,89,50,81,High,55,127,0,81.9,Critical,214,39,40,210,2025-12-20
ASSET-00255,Litter Bin,43.723957,-79.275886,High Park North,Ward 13,South District,3x weekly,48,58,74,Low,43,55,0,46.3,Moderate,255,193,7,170,2026-03-02
ASSET-00256,Container,43.803459,-79.516677,Flemingdon Park,Ward 11,North District,3x weekly,73,61,67,Low,45,13,3,58.1,High,255,127,14,190,2026-04-13
ASSET-00257,Public Realm Asset,43.806907,-79.509281,High Park North,Ward 16,West District,Daily,40,0,100,Medium,86,3,1,24.4,Low,44,160,44,160,2026-04-23
ASSET-00258,Recycling Bin,43.655759,-79.244664,Kensington Chinatown,Ward 19,East District,Daily,57,31,79,Medium,65,75,1,52.8,Moderate,255,193,7,170,2026-02-10
ASSET-00259,Container,43.78366,-79.284894,York University Heights,Ward 22,South District,2x weekly,58,44,69,Low,57,106,0,53.0,Moderate,255,193,7,170,2026-01-10
ASSET-00260,Public Realm Asset,43.816474,-79.188801,Annex,Ward 9,East District,Weekly,75,63,77,High,42,0,0,67.8,High,255,127,14,190,2026-04-26
ASSET-00261,Litter Bin,43.706346,-79.233277,Etobicoke Centre,Ward 18,North District,2x weekly,70,23,65,Medium,60,67,0,54.8,Moderate,255,193,7,170,2026-02-18
ASSET-00262,Public Realm Asset,43.658436,-79.36009,North York Centre,Ward 15,East District,On demand,68,75,78,High,37,143,0,82.7,Critical,214,39,40,210,2025-12-04
ASSET-00263,Litter Bin,43.626816,-79.407684,Scarborough Village,Ward 12,East District,On demand,77,46,95,High,57,70,0,68.5,High,255,127,14,190,2026-02-15
ASSET-00264,Recycling Bin,43.71767,-79.282787,Etobicoke Centre,Ward 17,South District,On demand,57,19,64,Medium,53,67,3,55.2,High,255,127,14,190,2026-02-18
ASSET-00265,Recycling Bin,43.717472,-79.617594,Flemingdon Park,Ward 11,South District,On demand,36,47,94,Low,53,21,0,30.5,Low,44,160,44,160,2026-04-05
ASSET-00266,Container,43.665194,-79.551511,Annex,Ward 11,East District,3x weekly,45,52,71,Medium,59,60,0,52.6,Moderate,255,193,7,170,2026-02-25
ASSET-00267,Container,43.793825,-79.3472,Danforth East York,Ward 17,South District,On demand,77,29,100,Medium,70,29,1,49.3,Moderate,255,193,7,170,2026-03-28
ASSET-00268,Park Waste Bin,43.772665,-79.577224,Danforth East York,Ward 22,West District,Weekly,32,0,48,Medium,48,92,1,43.1,Moderate,255,193,7,170,2026-01-24
ASSET-00269,Litter Bin,43.723396,-79.361717,Etobicoke Centre,Ward 16,East District,On demand,50,94,64,High,42,52,0,77.4,Critical,214,39,40,210,2026-03-05
ASSET-00270,Container,43.652059,-79.240477,Agincourt South,Ward 6,South District,3x weekly,100,64,91,High,46,67,0,82.4,Critical,214,39,40,210,2026-02-18
ASSET-00271,Litter Bin,43.770526,-79.294467,Kensington Chinatown,Ward 1,South District,2x weekly,44,37,71,Low,64,27,0,35.7,Moderate,255,193,7,170,2026-03-30
ASSET-00272,Recycling Bin,43.665484,-79.420351,Scarborough Village,Ward 17,South District,Daily,63,70,54,Medium,39,37,0,64.9,High,255,127,14,190,2026-03-20
ASSET-00273,Container,43.81962,-79.190768,Danforth East York,Ward 22,South District,On demand,60,35,99,Low,65,68,1,42.2,Moderate,255,193,7,170,2026-02-17
ASSET-00274,Public Realm Asset,43.617217,-79.431444,North York Centre,Ward 11,East District,2x weekly,40,78,94,Medium,47,67,0,55.0,High,255,127,14,190,2026-02-18
ASSET-00275,Recycling Bin,43.63243,-79.453372,High Park North,Ward 18,East District,3x weekly,54,61,100,High,56,103,1,70.1,High,255,127,14,190,2026-01-13
ASSET-00276,Recycling Bin,43.649638,-79.422358,Flemingdon Park,Ward 23,South District,2x weekly,64,0,79,Medium,71,39,3,45.5,Moderate,255,193,7,170,2026-03-18
ASSET-00277,Park Waste Bin,43.6207,-79.582923,High Park North,Ward 4,South District,Weekly,72,26,54,Medium,59,0,0,50.2,Moderate,255,193,7,170,2026-04-26
ASSET-00278,Park Waste Bin,43.766068,-79.546902,Waterfront Communities,Ward 10,West District,2x weekly,61,76,100,Medium,49,27,3,61.5,High,255,127,14,190,2026-03-30
ASSET-00279,Public Realm Asset,43.810021,-79.588279,Kensington Chinatown,Ward 7,East District,On demand,41,44,87,Medium,58,91,2,53.5,Moderate,255,193,7,170,2026-01-25
ASSET-00280,Container,43.798439,-79.505209,Flemingdon Park,Ward 19,North District,3x weekly,59,33,59,Medium,45,13,0,48.4,Moderate,255,193,7,170,2026-04-13
ASSET-00281,Recycling Bin,43.605034,-79.395717,York University Heights,Ward 8,West District,Daily,81,20,99,Low,80,34,2,42.8,Moderate,255,193,7,170,2026-03-23
ASSET-00282,Litter Bin,43.595019,-79.314657,York University Heights,Ward 25,North District,Daily,11,57,86,Medium,60,34,0,36.0,Moderate,255,193,7,170,2026-03-23
ASSET-00283,Public Realm Asset,43.758089,-79.168603,Agincourt South,Ward 21,North District,2x weekly,63,49,47,High,44,24,0,68.3,High,255,127,14,190,2026-04-02
ASSET-00284,Litter Bin,43.696704,-79.172878,Downtown Yonge East,Ward 21,North District,On demand,78,10,78,Medium,78,0,0,42.7,Moderate,255,193,7,170,2026-04-26
ASSET-00285,Recycling Bin,43.785642,-79.361838,Waterfront Communities,Ward 13,South District,3x weekly,28,63,61,Low,45,14,0,38.2,Moderate,255,193,7,170,2026-04-12
ASSET-00286,Park Waste Bin,43.605564,-79.294396,Etobicoke Centre,Ward 20,West District,2x weekly,40,39,81,Medium,49,71,0,46.4,Moderate,255,193,7,170,2026-02-14
ASSET-00287,Container,43.628128,-79.184979,North York Centre,Ward 16,North District,On demand,44,39,55,Medium,58,0,1,46.1,Moderate,255,193,7,170,2026-04-26
ASSET-00288,Litter Bin,43.739724,-79.369101,Danforth East York,Ward 6,South District,2x weekly,71,57,33,Medium,27,6,0,64.1,High,255,127,14,190,2026-04-20
ASSET-00289,Park Waste Bin,43.60195,-79.258312,Etobicoke Centre,Ward 22,North District,3x weekly,62,21,70,Low,61,97,0,46.1,Moderate,255,193,7,170,2026-01-19
ASSET-00290,Public Realm Asset,43.764053,-79.381083,Scarborough Village,Ward 17,East District,Daily,48,20,65,High,69,8,3,54.8,Moderate,255,193,7,170,2026-04-18
ASSET-00291,Recycling Bin,43.816548,-79.264874,Annex,Ward 16,East District,3x weekly,68,32,69,Medium,49,0,2,51.6,Moderate,255,193,7,170,2026-04-26
ASSET-00292,Recycling Bin,43.614259,-79.317881,Agincourt South,Ward 25,East District,2x weekly,80,36,70,Low,57,166,0,58.8,High,255,127,14,190,2025-11-11
ASSET-00293,Litter Bin,43.656042,-79.255287,High Park North,Ward 21,East District,3x weekly,53,63,75,Medium,56,0,1,52.4,Moderate,255,193,7,170,2026-04-26
ASSET-00294,Public Realm Asset,43.800471,-79.374807,High Park North,Ward 6,South District,On demand,100,61,66,Low,38,93,2,75.7,Critical,214,39,40,210,2026-01-23
ASSET-00295,Park Waste Bin,43.787151,-79.203174,Danforth East York,Ward 20,North District,3x weekly,72,19,63,Medium,51,84,2,60.8,High,255,127,14,190,2026-02-01
ASSET-00296,Public Realm Asset,43.691274,-79.336963,Flemingdon Park,Ward 20,East District,Weekly,54,29,57,Low,46,61,1,45.8,Moderate,255,193,7,170,2026-02-24
ASSET-00297,Recycling Bin,43.816345,-79.312757,Kensington Chinatown,Ward 22,West District,On demand,62,69,72,High,52,62,1,75.8,Critical,214,39,40,210,2026-02-23
ASSET-00298,Litter Bin,43.627314,-79.614201,Etobicoke Centre,Ward 4,West District,On demand,39,47,70,Medium,53,82,1,54.0,Moderate,255,193,7,170,2026-02-03
ASSET-00299,Container,43.608264,-79.283512,Annex,Ward 6,East District,On demand,86,94,83,High,49,57,0,86.8,Critical,214,39,40,210,2026-02-28
ASSET-00300,Container,43.753356,-79.475399,Agincourt South,Ward 3,South District,Daily,69,31,76,Medium,56,95,0,58.1,High,255,127,14,190,2026-01-21
ASSET-00301,Public Realm Asset,43.703669,-79.239005,Agincourt South,Ward 19,West District,On demand,89,35,37,Medium,47,21,0,64.9,High,255,127,14,190,2026-04-05
ASSET-00302,Litter Bin,43.613147,-79.509658,Scarborough Village,Ward 9,West District,3x weekly,41,26,88,Medium,66,65,2,44.7,Moderate,255,193,7,170,2026-02-20
ASSET-00303,Public Realm Asset,43.739764,-79.334373,Danforth East York,Ward 23,West District,On demand,53,17,100,High,67,32,0,45.6,Moderate,255,193,7,170,2026-03-25
ASSET-00304,Litter Bin,43.735853,-79.561918,High Park North,Ward 14,North District,3x weekly,82,28,80,Low,68,44,0,46.6,Moderate,255,193,7,170,2026-03-13
ASSET-00305,Public Realm Asset,43.630223,-79.226361,Scarborough Village,Ward 13,West District,On demand,37,64,66,Medium,46,52,0,53.5,Moderate,255,193,7,170,2026-03-05
ASSET-00306,Litter Bin,43.749655,-79.384179,Annex,Ward 18,South District,On demand,74,27,88,Low,68,0,2,40.4,Moderate,255,193,7,170,2026-04-26
ASSET-00307,Litter Bin,43.790377,-79.26761,Waterfront Communities,Ward 10,South District,On demand,40,23,82,Low,62,51,2,34.9,Low,44,160,44,160,2026-03-06
ASSET-00308,Recycling Bin,43.744268,-79.362197,Kensington Chinatown,Ward 15,East District,3x weekly,75,62,80,Medium,53,35,1,63.2,High,255,127,14,190,2026-03-22
ASSET-00309,Litter Bin,43.715729,-79.445016,York University Heights,Ward 14,West District,3x weekly,59,16,92,Medium,65,40,0,40.0,Moderate,255,193,7,170,2026-03-17
ASSET-00310,Container,43.654409,-79.225163,Waterfront Communities,Ward 15,West District,3x weekly,50,36,79,Low,52,52,0,39.0,Moderate,255,193,7,170,2026-03-05
ASSET-00311,Recycling Bin,43.594142,-79.177107,North York Centre,Ward 7,West District,3x weekly,72,32,86,Low,68,68,1,48.1,Moderate,255,193,7,170,2026-02-17
ASSET-00312,Container,43.790733,-79.568213,Danforth East York,Ward 19,East District,3x weekly,42,61,64,High,41,75,0,67.6,High,255,127,14,190,2026-02-10
ASSET-00313,Recycling Bin,43.592853,-79.404367,Scarborough Village,Ward 10,East District,Daily,69,78,70,Medium,47,31,0,65.4,High,255,127,14,190,2026-03-26
ASSET-00314,Public Realm Asset,43.760934,-79.597854,North York Centre,Ward 16,West District,2x weekly,78,2,56,High,56,4,1,57.2,High,255,127,14,190,2026-04-22
ASSET-00315,Park Waste Bin,43.772753,-79.604052,Flemingdon Park,Ward 14,South District,3x weekly,81,75,72,Medium,49,38,3,75.2,Critical,214,39,40,210,2026-03-19
ASSET-00316,Container,43.611587,-79.201572,Agincourt South,Ward 8,North District,2x weekly,63,63,58,Medium,36,54,1,66.1,High,255,127,14,190,2026-03-03
ASSET-00317,Litter Bin,43.709013,-79.422003,North York Centre,Ward 14,South District,On demand,82,49,77,Low,58,83,3,64.4,High,255,127,14,190,2026-02-02
ASSET-00318,Recycling Bin,43.79528,-79.416045,High Park North,Ward 7,East District,Daily,48,0,82,High,75,97,0,50.5,Moderate,255,193,7,170,2026-01-19
ASSET-00319,Litter Bin,43.64461,-79.384313,North York Centre,Ward 24,North District,Daily,95,66,100,Medium,59,73,3,76.2,Critical,214,39,40,210,2026-02-12
ASSET-00320,Container,43.808622,-79.343701,Waterfront Communities,Ward 3,North District,On demand,56,19,100,Medium,84,38,1,40.0,Moderate,255,193,7,170,2026-03-19
ASSET-00321,Recycling Bin,43.64851,-79.453548,Danforth East York,Ward 10,West District,3x weekly,62,75,63,High,44,52,0,76.1,Critical,214,39,40,210,2026-03-05
